,Text
172,"@daniel_960_ @NiMingda_GG Shocking. I used to hate conspiracy theorists. Now I don’t know who to trust anymore since the bs lines we were fed during Covid. Then the Ukrainian war. There’s still a small part of me that hopes our politicians/media are just lazy, misinformed or too scared rather than corrupt"
173,"4/9 - “The plan for exiting #ZeroCovid has been known to Chinese leaders for some time. They must boost the population’s immunity – especially that of the elderly. Otherwise, epidemiologists estimate that opening up could cause 1 million to 2 million Covid deaths.”"
174,"@POTUS Dear fraudulent president - you forgot to mention that if they get their ""free"" covid vaccine they are also in prime position to pick up a Darwin Prize as well! Get your vaccine TODAY @mybloodisfullofclots"
175,"@Tim_Vollert @BohlerElvira Fauci is ein bisschen mehr als einfach ein Covid-Berater. Und wenn Sie das nicht wissen sind Sie ne Dumpfbacke, sorry aber das ist noch milde ausgedrückt ☝"
176,@ChantalBritt @LongCovidCH Und wenn es nicht von Covid kommt ist es keine Erkrankung oder was?!
177,"So the #EU and its NGOs take bribes from the Middle East. How much did it make with Covid? The EU is a Mafia, a tyranny, corrupt and evil. Time to the parassite business model for burocrats down before it damages Europe forever #Panzeri"
178,"@Pinkrabit69 @draxarou @sudokuvariante @heidi_news 2) 

Ex. 1: Un prix Nobel prétend que le virus du COVID provient d'une manipulation génétique...

Ex. 2: Un prix Nobel d'économie affirma que si Trump était élu, l'Amérique sombrerait définitivement..."
179,"@TimoDax Für Experten: eine Gentherapie.
Fürs ""Volk"": eine klasse Impfung. https://t.co/MLr8zCx0wy"
180,"Biontech zur US-Börsenaufsicht: ehm, es ist eine Gentherapie.
Biontech an das dumme Volk: hey, es ist eine Impfung* https://t.co/OyQHOKUxc7 https://t.co/7YidGr0PRL"
181,"@zeitonline_pol Korruption durch Katar?  Echt jetzt? Wie betrifft das den Durchschnittsbürger ?  Wann beginnen Sie sich ENDLICH mit dem grössten Medizinskandal aller Zeiten zu befassen?
https://t.co/pJneRHo63I"
182,@NancyFaeser War es jetzt ein Terrornetzwerk oder ein versuchter Staatsstreich?
183,"@PeterHotez Dr. Fauci has made numerous heavy mistakes, e.g. advocating lockdowns, and he was deeply involved in Gain of Function funding.  On which planet do you live?"
184,"@NicoleAngerMD Die Maske wurde zum Statussymbol linker, woker und grüner Ideologen, die noch nicht geschnallt haben, dass die Sterblichkeit und Geburtenrückgang 2022 durch die Covidimpfung viel höher ist als Covid selbst. Tragen Sie Ihre Maske also weiter. Aus Solidarität oder wegen irgendwas."
185,I can’t wait for the Covid twitter files to drop… 👀🍿 https://t.co/xmffjZegfn
186,NHS I’ve been traveling during covid lol https://t.co/jdXIfwC49Y
187,So what in the fresh hell - Musk is hiring Shellenberger to read through twitter docs? I think we can soon expect disinformation hit pieces on climate scientists à-la-climategate. Musk is already ramping up the covid disinfo aggressivity (against Fauci for instance).
188,"@duty2warn To find out just how depraved Fauci is, read this. Omicron was the obvious final stage of covid. Most saw that back in Nov 2021. 

https://t.co/a3NjPiTPAj"
189,"@darkbrandon33 @universal_so @wakingthelion13 @ParishandBigRed @jackkaye20 The Vaccine weakens your immune system. Yeah you might not die of covid because of the Vax, but your odds of Dying from simple things like the flu Astronomically rise. The point is flying over your head as you scratch and throw whataboutems"
190,"@t0ni33 @_i_love_science Selbst nachlesen. Google „Diabetes nach Covid“.
Betrifft übrigens nicht nur Kinder, ein Kollege von mir hat mit über 40 noch Diabetes bekommen - kein „Altersdiabetes“, kein Übergewicht, ziemlich direkt nach der Infektion (ging einfach etwas bis zur Diagnose)."
191,@universal_so @darkbrandon33 @wakingthelion13 @ParishandBigRed @jackkaye20 You won't die of covid... but next years flu is gonna knock you on your arse...
192,…says the guy who was sending his workers to death during the covid crisis. https://t.co/gfIrQmHZ4V
193,@AreOhEssEyeEe My vax to the max sister is still testing positive since Thanksgiving. Now my brother in law has it. I’m not boostered and never had any Covid symptoms.
194,"The Swiss ‘want to take the plane again’: After a slump during the Covid-19 pandemic, the Swiss are keen to fly again to take foreign holidays, according to a leading travel industry official. During the pandemic, staycations in the… https://t.co/OpPec7SZDy #swissforextrading"
195,@ZacharyGrinDPT @DianeOLeary @nataliesurely And we both know that the FND research is not even close in terms of quality to the top Long Covid research. I do believe the #FND field is shooting itself in the foot with stuff like this. Time will prove me right
196,"@Yorelee77 L’hypothèse qui sous-tend cette proposition c’est que la transmission du Covid-19 est quasi-exclusivement par voie aérosols, ainsi la “multiplicité des interactions sociales” que vous évoquez seraient dérisquées par une ventilation efficace, comme l’eau potable contre le choléra."
197,"3/8 - On nous avait vendu avec talent la stratégie du “vivre avec”, mais le monde semble surtout se “débattre avec”, avec ses #COVID19 sévères et ses décès toujours nombreux, ses Covid longs inquiétants, sa fatigue et son absentéisme préoccupants et ses perspectives peu balisées."
198,@elonmusk Barry Sherman owned Apotex pharmaceutical and he was the world largest manufacturer of cheap hydroxychloroquine. He was murdered and hung in his own home pre covid. This connection needs to be investigated.
199,@thedaveabbitt @matthewdmarsden The only people I know who are still getting Covid are the vaxxed….
200,"@nytopinion Fauci: “please NYT, get this out before the #TwitterFiles release!! I need to create a different narrative!”

NYT: “Of course, oh great sage of COVID wisdom!!”"
201,"@lipsandskin Die industriell gefertigte Hollywood-Sülze wird immer schlimmer.  Es reicht mittlerweile, die Trailer anzusehen, dann kann man sich den Rest sparen."
202,"@SHomburg Was Sie das schreiben, stimmt leider nur teilweise.
https://t.co/sMIJV5DPMe"
203,"@Blickch Wann fasst das ""Recherche-Team"" des Blick den Mut, eigene Fehler einzugestehen und beginnt endlich damit, mitzuhelfen bei der Aufarbeitung des grössten Medizinskandals aller Zeiten?
https://t.co/pJneRHoDTg"
204,"@FabianEberhard @leo_eiholzer wann beginnt Ihr damit, den grössten Medizinskandal aller Zeit aufzudecken anstatt solcher Nebensächlichkeiten, die niemanden inder Schweiz persönlich betreffen?
https://t.co/pJneRHo63I"
205,"@BigVorlon @Cpt_JTK Ehh ma il succo di papaya curava il Parkinson mica il covid. Per il covid era in corso una ricerca sul succo d’uva, ma purtroppo non ha potuto portarla a termine…"
206,"@BMG_Bund @Karl_Lauterbach @HarvardChanSPH Stimmt. In Bezug auf die Schwere und Prävalenz der mRNA-Impfschäden hinkt die Politik der Wissenschaft mindestens rund 18 Monate hinterher.
https://t.co/pJneRHo63I"
207,"12/14 - “But for now, as China prepares for its Covid endgame, stresses are starting to show. Beijing is running out of fever-reducing medicine such as ibuprofen and paracetamol as clinics fill up with patients…”"
208,11/14 - “Another factor may have been economic: the constant Covid testing of hundreds of millions of people has been a reliable money spinner for testing companies with links to local governments.”
209,@elonmusk But still the @WhiteHouse bot/spam account (and the others) are telling people to get the covid vaccine.
210,"@WallStreetSilv My thoughts: Debt crisis, making governments buy nonliquid assets from central banks. Everyone is selling US bonds. Energy seems like the key player. 

When the zero covid policy finishes in China, they will come out of the recession. I like Chinese stocks"
211,"#PublicHealth agencies must be transparent, must keep up with science and should be held accountable for their decisions. There should be inquiries and public hearings into what happened that they ended up incorrectly ruling out that #SARSCoV2 is airborne. 
#COVIDisAirborne https://t.co/PxOl6Y7y8i"
212,@troydee @5shezz4 @leelasik @Patrici77245748 @TakethatCt @Son3Marine @nicolas_gaboury @Its_Agenda_2030 @DarthPlagueis84 @TBD77 @CAS2328 @carlsmythe @Hampson14Jane @hoothathuh @ptcjoneses @0800_KSMY_ASS @Kitty_Grayling @SSZ1967 @mhunt081266 @cbeckj @MrDannyTeal @ryanbeed @JiminyC24 @Cubanigar @Joe09396262 @CachePast @niall_joe @Amber84280581 @maggiemay_313 @villagerssn @ammejo1 @InCytometry @MFuzzbox @djchicus @maryloupatey @dann58638436 @NathanaelYoung @Agent2Dark @VikingRefusenik @ShockTraumaRN @CHSdoctor @jilel76 @MrQuantity @rw_christian @RayDoobay @sickofitall2222 @MinnesotaExpat @basil_ireton @The_Ouroboros__ @PLHartungRN I am sad some of your frienda suffered from Covid-19. But unfortunately there is no double-blinded placebo study proving that these jabs prevent severe disease or death. There simply isn't. So it's not clear if they would have saved your friends.
213,"@troydee @5shezz4 @leelasik @Patrici77245748 @TakethatCt @Son3Marine @nicolas_gaboury @Its_Agenda_2030 @DarthPlagueis84 @TBD77 @CAS2328 @carlsmythe @Hampson14Jane @hoothathuh @ptcjoneses @0800_KSMY_ASS @Kitty_Grayling @SSZ1967 @mhunt081266 @cbeckj @MrDannyTeal @ryanbeed @JiminyC24 @Cubanigar @Joe09396262 @CachePast @niall_joe @Amber84280581 @maggiemay_313 @villagerssn @ammejo1 @InCytometry @MFuzzbox @djchicus @maryloupatey @dann58638436 @NathanaelYoung @Agent2Dark @VikingRefusenik @ShockTraumaRN @CHSdoctor @jilel76 @MrQuantity @rw_christian @RayDoobay @sickofitall2222 @MinnesotaExpat @basil_ireton @The_Ouroboros__ @PLHartungRN The BAG is a real joke! What you read on their site is pure propaganda. 
They would never tell you that these jabs can cause severe neurological disorders, heart attacks, serious and long-lasting pericarditis, POTS, long covid symptoms etc. 
For that, you need to read literature."
214,"@5shezz4 @leelasik @Patrici77245748 @TakethatCt @Son3Marine @nicolas_gaboury @Its_Agenda_2030 @DarthPlagueis84 @TBD77 @CAS2328 @carlsmythe @Hampson14Jane @hoothathuh @ptcjoneses @0800_KSMY_ASS @Kitty_Grayling @SSZ1967 @mhunt081266 @cbeckj @MrDannyTeal @ryanbeed @JiminyC24 @Cubanigar @Joe09396262 @CachePast @niall_joe @troydee @Amber84280581 @maggiemay_313 @villagerssn @ammejo1 @InCytometry @MFuzzbox @djchicus @maryloupatey @dann58638436 @NathanaelYoung @Agent2Dark @VikingRefusenik @ShockTraumaRN @CHSdoctor @jilel76 @MrQuantity @rw_christian @RayDoobay @sickofitall2222 @MinnesotaExpat @basil_ireton @The_Ouroboros__ @PLHartungRN Same here; I don't know of anyone who was hospitalized with ot died of Covid. But I couldn't list all the vax injured I know... There are too many, incl. one 55-yr old mountain runner who presumably died after his booster."
215,"@capitalistexp @Cyclical_invest @Josh_Young_1 Yes, my immediate thought was he had to include the covid paragraphs in order to appear on the NYT bestseller list. But just speculation."
216,@Cyclical_invest @capitalistexp @Josh_Young_1 Reading his book right now. Do you have an example? Red flags for me are the covid paragraphs and the endless repetitions
217,"@Helenaiseasy COVID war nicht von einer grösseren Übersterblichkeit begleitet. 
Die Massnahmen „gegen COVID“ (oder für was auch immer) - Unterschlagung wirksamer Medikamente, mRNA-Spritze, Lockdowns, Schulschliessungen - hingegen schon.
Das darf man nicht vergessen."
218,"@ChantalBritt @Redkiraz @LongCovidCH Famille 2 adultes 2 enfants : 600 frs...
Qui peut se le permettre ?
Et comment prouver à L'AI, si covid long, sans test PCR...
Nos Autorités ont trouvé la solution... ignoble !!!"
219,China's healthcare system put to the test as COVID curbs fade #HealthCare #health via https://t.co/DbEMGpxkwT https://t.co/iYtlbO5aNy
220,"@markusdd5 Science is quite compromised, especially with regards to covid. I recommend to follow Dr Campbell on YouTube. He knows how to say things a way it can't be canceled, still delivers the message to think critically."
221,"@MarshaBlackburn Man up and take the shot, or take off the uniform. My Lord- Little five year old kids take the shot to go to public school safely without the bib and pacifier- so should our men and women in uniform. Covid in one man at war, can cripple them all. It isn't rocket science."
222,"Covid 🤝🏼 poumons
Me soulever mes grands morts"
223,"@VeloSimone @germanopratinne @CharlotteD_04 @ChampoDr Le covid est de la famille des rhumes &amp; s'il est soigné av. les ""remèdes interdits"", il guérit en qq jours. Les gens qui n'ont pu être opérés &amp; soignés st morts. Les aînés ds les EHPAD st morts de tristesse &amp;/ou ""grâce"" au Rivotril. Il y a bcp de morts..."
224,"Die COVID-Abstimmungen in der🇨🇭 waren ein Fehler:
1. Berset hat gelogen
2. In der Demokratie müssen Minderheiten geschützt werden, nicht Mehrheiten
3. Es gab keine Evidenz für Massnahmen
4. Man hat Massnahmen auf Vorrat geschaffen
5. Man hat staatliche Institutionen geschwächt."
225,Low levels of testing in Europe obscure rapid COVID-19 winter surge https://t.co/oUBnGbetRM via @instapaper
226,@AlexBerenson Covid hospitalisations are almost  zero as well - for the unvaccinated. This is not exactly the case for all others and in particular for those who don’t remember how many injections they had been given. https://t.co/SEe1XyXzcD
227,"@L9venormal @lukas_korbel Takze vynechal. Tvl … jede se pata a on nema ctvtrou. To tady pan moralni majak nebude hepy … Zitra nam tu postnes covid pas s razitkem, ju?"
228,@KoalaCurro @stillgray Must be at least triple boostered as his wife was a member of the COVID-19 Advisory Board transition team of  Joe Biden.
229,"As we complete the third year of the pandemic, it's funny how no one points to 1918 flu only lasting 3 years anymore.

COVID is still disrupting lives, businesses, and societies, and showing no sign of stopping."
